,ticker,comGroupCode,organName,organShortName,organTypeCode,comTypeCode,icbName,icbNamePath,sector,industry,group,subgroup,icbCode,VN30,VNMID,VN100,VNSML,VNALL,HNX30,VNX50,VNXALL,VNDIAMOND,VNFINLEAD,VNFINSELECT,VNSI,VNCOND,VNCONS,VNENE,VNFIN,VNHEAL,VNIND,VNIT,VNMAT,VNREAL,VNUTI
821,IN4,UPCOM,Công ty Cổ phần In số 4,In số 4,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
822,IBD,UPCOM,Công ty Cổ phần In Tổng hợp Bình Dương,In Tổng hợp Bình Dương,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823,LBE,HNX,Công ty Cổ phần Sách và Thiết bị Trường học Long An,Sách và Thiết bị Trường học Long An,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824,NBE,UPCOM,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Sách và Thiết bị GD Miền Bắc,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825,PNC,HOSE,Công ty Cổ phần Văn hóa Phương Nam,Văn hóa Phương Nam,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826,RGC,UPCOM,Công ty Cổ phần Đầu tư PV-Inconess,Đầu tư PV-Inconess,DN,CT,Giải trí & Truyền thông,Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Giải trí & Truyền thông,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Giải trí & Truyền thông,5553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,QST,HNX,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Sách Quảng Ninh,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,SAP,UPCOM,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,In Sách TP.HCM,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829,VNB,UPCOM,Công ty Cổ phần Sách Việt Nam,Sách Việt Nam,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830,SED,HNX,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Phát triển GD Phương Nam,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831,SGD,HNX,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Sách GD TP.HCM,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,SMN,HNX,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Sách và thiết bị GD miền Nam,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833,STC,HNX,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Sách và Thiết bị trường học Tp Hồ Chí Minh,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
834,STH,UPCOM,Công ty Cổ phần Phát hành sách Thái Nguyên,Phát hành sách Thái Nguyên,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
835,TPH,HNX,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,In Sách giáo khoa TP.Hà Nội,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
836,VEF,UPCOM,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Hội chợ Triển lãm Việt Nam,DN,CT,Dịch vụ truyền thông,Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Dịch vụ truyền thông,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông,5555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
837,VNZ,UPCOM,Công ty Cổ phần VNG,CTCP VNG,DN,CT,Giải trí & Truyền thông,Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Giải trí & Truyền thông,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Giải trí & Truyền thông,5553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
838,VNX,UPCOM,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,QC và Hội chợ Thương mại,DN,CT,Dịch vụ truyền thông,Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Dịch vụ truyền thông,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông,5555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
839,VPR,UPCOM,Công ty Cổ phần VINAPRINT,VINAPRINT,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
840,CAB,UPCOM,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Truyền hình Cáp Việt Nam,DN,CT,Giải trí & Truyền thông,Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Giải trí & Truyền thông,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Giải trí & Truyền thông,5553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
841,EPH,UPCOM,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Xuất bản giáo dục Hà Nội,DN,CT,"Sách, ấn bản & sản phẩm văn hóa","Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",5557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
842,YEG,HOSE,Công ty Cổ phần Tập đoàn Yeah1,Tập đoàn Yeah1,DN,CT,Giải trí & Truyền thông,Dịch vụ Tiêu dùng/Truyền thông/Truyền thông/Giải trí & Truyền thông,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Giải trí & Truyền thông,5553,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
843,DSD,UPCOM,Công ty cổ phần DHC Suối Đôi,DHC Suối Đôi,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
844,ATS,HNX,Công ty Cổ phần Tập đoàn Dược phẩm Atesco,Tập đoàn Dược phẩm Atesco,DN,CT,Nhà hàng và quán bar,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Nhà hàng và quán bar,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Nhà hàng và quán bar,5757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
845,BCV,UPCOM,Công ty cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,DN,CT,Khách sạn,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Khách sạn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
846,VTG,UPCOM,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Du lịch tỉnh BR-VT,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
847,BTV,UPCOM,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,DV Du lịch Bến Thành,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
848,BLN,UPCOM,Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh,Xe buýt Liên Ninh,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,CTC,HNX,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,Tập đoàn Hoàng Kim Tây Nguyên,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
850,DAH,HOSE,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Tập đoàn Khách sạn Đông Á,DN,CT,Khách sạn,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Khách sạn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
851,DLD,UPCOM,Công ty Cổ phần Du lịch Đắk Lắk,Du lịch Đắk Lắk,DN,CT,Khách sạn,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Khách sạn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
852,DNT,UPCOM,Công ty Cổ phần Du lịch Đồng Nai,Du lịch Đồng Nai,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
853,DSN,HOSE,Công ty Cổ phần Công viên nước Đầm Sen,Công viên nước Đầm Sen,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
854,DTI,UPCOM,Công ty Cổ phần Đầu tư Đức Trung,Đầu tư Đức Trung,DN,CT,Khách sạn,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Khách sạn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
855,DXL,UPCOM,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Du lịch và Xuất nhập khẩu Lạng Sơn,DN,CT,Khách sạn,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Khách sạn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
856,GTT,UPCOM,Công ty Cổ phần Thuận Thảo,Thuận Thảo Group,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
857,HES,UPCOM,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Dịch vụ Giải trí Hà Nội,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
858,HGT,UPCOM,Công ty Cổ phần Du lịch Hương Giang,Du lịch Hương Giang,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
859,HHG,UPCOM,Công ty Cổ phần Hoàng Hà,Vận tải Hoàng Hà,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
860,HRT,UPCOM,Công ty Cổ phần Vận tải đường sắt Hà Nội,Vận tải đường sắt Hà Nội,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
861,TSJ,UPCOM,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Hanoi Toserco,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
862,HOT,UPCOM,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch - DV Hội An,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
863,KLF,HNX,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,KLF Global,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
864,MAS,HNX,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
865,MTC,UPCOM,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Dịch Vụ Du Lịch Mỹ Trà,DN,CT,Nhà hàng và quán bar,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Nhà hàng và quán bar,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Nhà hàng và quán bar,5757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
866,NWT,UPCOM,Công ty Cổ phần Vận tải Newway,Vận tải Newway,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
867,ONW,UPCOM,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Một Thế giới,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
868,PDC,UPCOM,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dầu khí Phương Đông,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
869,PGT,HNX,Công ty Cổ phần PGT Holdings,PGT Holdings,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
870,EIN,UPCOM,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Đầu tư - TM - DV Điện lực,DN,CT,Khách sạn,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Khách sạn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
871,DSP,UPCOM,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Du lịch Phú Thọ,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
872,RIC,UPCOM,Công ty Cổ phần Quốc Tế Hoàng Gia,Quốc tế Hoàng Gia,DN,CT,Dịch vụ giải trí,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Dịch vụ giải trí,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
873,SCS,HOSE,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,DV Hàng hóa Sài Gòn,DN,CT,Dịch vụ hàng không,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Hàng không,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Hàng không,5751,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
874,BSG,UPCOM,Công ty Cổ phần Xe khách Sài Gòn,Xe khách Sài Gòn,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
875,SGH,HNX,Công ty Cổ phần Khách sạn Sài Gòn,Khách sạn Sài Gòn,DN,CT,Khách sạn,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Khách sạn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
876,SRT,UPCOM,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,Vận tải Đường sắt Sài Gòn,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
877,TPS,UPCOM,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Bến bãi vận tải Sài Gòn,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
878,SHX,UPCOM,Công ty Cổ phần Sài Gòn Hỏa xa,Sài Gòn Hỏa xa,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
879,SKG,HOSE,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Tàu Cao tốc Superdong,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
880,STT,UPCOM,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Vận chuyển Sài Gòn Tourist,DN,CT,Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
